dgp,delta,n,method,coverage,coverage_accuracy,avg_width,median_width,valid_reps
Contaminated,0.75,100,Pairs_Bootstrap,0.928,0.02199999999999991,0.9556,0.9556,500
Contaminated,0.75,100,Wild_Bootstrap,0.93,0.019999999999999907,0.9162,0.9162,500
Contaminated,0.75,100,Bootstrap_t,0.912,0.03799999999999992,1.023,1.023,500
Contaminated,0.75,100,AKS_Adaptive,0.9475,0.0024999999999999467,1.0236,1.0236,2000
Contaminated,0.75,100,AMRI_v1,0.9475,0.0024999999999999467,1.0281,1.0281,2000
Contaminated,0.75,100,AMRI_v2,0.943,0.007000000000000006,1.0097,1.0097,2000
Contaminated,0.75,500,Naive_OLS,0.957,0.007000000000000006,0.4434,0.4434,2000
Contaminated,0.75,500,Sandwich_HC3,0.957,0.007000000000000006,0.4422,0.4422,2000
Contaminated,0.75,500,Sandwich_HC4,0.9595,0.009500000000000064,0.4487,0.4487,2000
Contaminated,0.75,500,Sandwich_HC5,0.9585,0.008500000000000063,0.4443,0.4443,2000
Contaminated,0.75,500,Pairs_Bootstrap,0.954,0.0040000000000000036,0.4345,0.4345,500
Contaminated,0.75,500,Wild_Bootstrap,0.954,0.0040000000000000036,0.4286,0.4286,500
Contaminated,0.75,500,Bootstrap_t,0.95,0.0,0.4377,0.4377,500
Contaminated,0.75,500,AKS_Adaptive,0.958,0.008000000000000007,0.4468,0.4468,2000
Contaminated,0.75,500,AMRI_v1,0.9585,0.008500000000000063,0.4515,0.4515,2000
Contaminated,0.75,500,AMRI_v2,0.9585,0.008500000000000063,0.4434,0.4434,2000
Contaminated,0.75,2000,Naive_OLS,0.954,0.0040000000000000036,0.2219,0.2219,2000
Contaminated,0.75,2000,Sandwich_HC3,0.955,0.0050000000000000044,0.2217,0.2217,2000
Contaminated,0.75,2000,Sandwich_HC4,0.9555,0.00550000000000006,0.2225,0.2225,2000
Contaminated,0.75,2000,Sandwich_HC5,0.955,0.0050000000000000044,0.222,0.222,2000
Contaminated,0.75,2000,Pairs_Bootstrap,0.958,0.008000000000000007,0.2173,0.2173,500
Contaminated,0.75,2000,Wild_Bootstrap,0.956,0.006000000000000005,0.2169,0.2169,500
Contaminated,0.75,2000,Bootstrap_t,0.948,0.0020000000000000018,0.2175,0.2175,500
Contaminated,0.75,2000,AKS_Adaptive,0.9555,0.00550000000000006,0.2225,0.2225,2000
Contaminated,0.75,2000,AMRI_v1,0.9565,0.006500000000000061,0.2258,0.2258,2000
Contaminated,0.75,2000,AMRI_v2,0.955,0.0050000000000000044,0.2219,0.2219,2000
Contaminated,1.0,100,Naive_OLS,0.941,0.009000000000000008,1.1384,1.1384,2000
Contaminated,1.0,100,Sandwich_HC3,0.949,0.0010000000000000009,1.1333,1.1333,2000
Contaminated,1.0,100,Sandwich_HC4,0.965,0.015000000000000013,1.2268,1.2268,2000
Contaminated,1.0,100,Sandwich_HC5,0.9555,0.00550000000000006,1.1625,1.1625,2000
Contaminated,1.0,100,Pairs_Bootstrap,0.924,0.025999999999999912,1.0868,1.0868,500
Contaminated,1.0,100,Wild_Bootstrap,0.926,0.02399999999999991,1.0485,1.0485,500
Contaminated,1.0,100,Bootstrap_t,0.906,0.04399999999999993,1.1486,1.1486,500
Contaminated,1.0,100,AKS_Adaptive,0.9445,0.005499999999999949,1.1531,1.1531,2000
Contaminated,1.0,100,AMRI_v1,0.949,0.0010000000000000009,1.1644,1.1644,2000
Contaminated,1.0,100,AMRI_v2,0.9475,0.0024999999999999467,1.1469,1.1469,2000
Contaminated,1.0,500,Naive_OLS,0.956,0.006000000000000005,0.5018,0.5018,2000
Contaminated,1.0,500,Sandwich_HC3,0.961,0.01100000000000001,0.501,0.501,2000
Contaminated,1.0,500,Sandwich_HC4,0.9615,0.011500000000000066,0.5084,0.5084,2000
Contaminated,1.0,500,Sandwich_HC5,0.961,0.01100000000000001,0.5034,0.5034,2000
Contaminated,1.0,500,Pairs_Bootstrap,0.964,0.014000000000000012,0.4928,0.4928,500
Contaminated,1.0,500,Wild_Bootstrap,0.952,0.0020000000000000018,0.4857,0.4857,500
Contaminated,1.0,500,Bootstrap_t,0.944,0.006000000000000005,0.496,0.496,500
Contaminated,1.0,500,AKS_Adaptive,0.96,0.010000000000000009,0.5048,0.5048,2000
Contaminated,1.0,500,AMRI_v1,0.9635,0.013500000000000068,0.51,0.51,2000
Contaminated,1.0,500,AMRI_v2,0.961,0.01100000000000001,0.5023,0.5023,2000
Contaminated,1.0,2000,Naive_OLS,0.9565,0.006500000000000061,0.2512,0.2512,2000
Contaminated,1.0,2000,Sandwich_HC3,0.9555,0.00550000000000006,0.2509,0.2509,2000
Contaminated,1.0,2000,Sandwich_HC4,0.957,0.007000000000000006,0.2518,0.2518,2000
Contaminated,1.0,2000,Sandwich_HC5,0.956,0.006000000000000005,0.2512,0.2512,2000
Contaminated,1.0,2000,Pairs_Bootstrap,0.948,0.0020000000000000018,0.2465,0.2465,500
Contaminated,1.0,2000,Wild_Bootstrap,0.942,0.008000000000000007,0.2465,0.2465,500
Contaminated,1.0,2000,Bootstrap_t,0.944,0.006000000000000005,0.2467,0.2467,500
Contaminated,1.0,2000,AKS_Adaptive,0.9575,0.007500000000000062,0.2516,0.2516,2000
Contaminated,1.0,2000,AMRI_v1,0.9585,0.008500000000000063,0.2548,0.2548,2000
Contaminated,1.0,2000,AMRI_v2,0.9575,0.007500000000000062,0.2511,0.2511,2000
